username,tweet
allornothing721,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
ericayeung2,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
standwifhk3,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
if_burn,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
Tianyaer1,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
TinaBravard,"RT @TinaBravard: Pray for Hong Kong 
#Hongkongprotests"
egg03_hk,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
TinaBravard,"Pray for Hong Kong 
#Hongkongprotests"
stephanie_oz2,RT @galileocheng: Stop police shooting in execution style #antiELAB #AntiMaskLaw #HongKongProtests https://t.co/CN8EKNmBMR
YIJICHEN,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
athenakaka,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
Mandy73585919,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
sakae_wing,RT @ezracheungtoto: #BREAKING: Local media outlet Hong Kong Citizen News has disclosed a dash cam video showing that riot police had entere…
jo_standwithhk,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
jameslu920,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
MdwWing,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
CCLau00638425,"@SolomonYue @SWithhk Agree Sir, they are cheeky regime established by pepole's blood.

#SOS #HongKongProtests… https://t.co/e96SmccIHj"
mercury2cyanide,RT @galileocheng: PREMIERE: Metallic Hardcore Band Dagger Release Song Dedicated to Hong Kong - Unite Asia #antiELAB #AntiMaskLaw #HongKong…
FlyingF14014214,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
nereohua,"RT @tictoc: Up to 88% of Hong Kong’s 7.4 million have been exposed to tear gas.

More via @bw: https://t.co/P3UnPqjYHy #HongKongProtests #香…"
rodee55,"RT @tictoc: @business 🇭🇰 ""No matter how they prosecute activists, we will continue our fight in such uphill battle.""  

Hong Kong activist…"
athenakaka,RT @frances_sit: Hundreds of #HongKong people have participated in flash-mob marches/rallies in diff districts to mourn the death of the US…
jack_100d,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
vincent_wong666,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
frances_sit,"A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6ogLAKtL"
Summer13518493,"RT @ajmm19923493: At #HKUST: students put up a sign that say “no congregation, only funeral”. This should be a happy day for these students…"
rodee55,"RT @tictoc: @business ""Give us the truth.""

Masked protesters march in Hong Kong's Central business district to demand an investigation on…"
StandwithHK22,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
lv_inn,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
gg852gg,"RT @alvinllum: Evolution of slogans in #hongkongprotests:
- HKers keep it up! (June-late Sept/early Oct)
- HKers, resist! (After anti-mask…"
beartim2,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
SChan03617661,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
iflickerman,"RT @frances_sit: After cops left, protesters blocked the junction with traffic cones, rubbish bins etc again. #HongKongProtests https://t.c…"
AmberNightinga3,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
lkt0425,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
ChuenSei,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
FDprotector2019,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
hanayuk51598707,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
jack_100d,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
ron28_ron,"RT @lauralIIlIjonse: @fotolifehk This is to show the citizens that the power of authorities. #CCP #China, #HKGov and #HKPolice can do every…"
Fight4HongKong,"全港悼念周同學：

#HongKong-ers are holding gatherings in remembrance of Tsz-lok in different districts tonight. see below… https://t.co/KqjSQZM6ee"
AbortAllVapers,@Huawei @edwindiender @debraruh @StreitzAbility @alvinfoo @hprfm #China and #Huawei threaten the entire free world.… https://t.co/ROeAtS4cEo
yuancooloo,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
hkdemonow,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
TPWong7,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
rgts411Heiman,RT @JessiePang0125: Several hundreds protesters holding white flowers rallied in central this afternoon to protest against police brutality…
xzxzanalazy,RT @galileocheng: Stop police shooting in execution style #antiELAB #AntiMaskLaw #HongKongProtests https://t.co/CN8EKNmBMR
kalpehr,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
rgts411Heiman,"RT @JessiePang0125: Many chant “Hong Konger, revenge.” #antielab #HongKongProtests https://t.co/NhSug0utn7"
Summer13518493,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
yupsosleepy,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
JamesLe06637382,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
PaulineBenedict,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
TGfree520,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
LingHK2019,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
sk20031070,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
hanayuk51598707,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
DemocracyKong,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
wcheck08,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
spiralicedance,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
PeterCoNET,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
LindaRockers,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
FlyingF14014214,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
Summer13518493,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
standwithhk2,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
lokyinfiesta,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
FreeHK16,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
KiraWakeman,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
LoveMountain6,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
FreeHK16,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
morinokinoko133,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
cseh_andreas,"RT @frances_sit: After cops left, protesters blocked the junction with traffic cones, rubbish bins etc again. #HongKongProtests https://t.c…"
sk20031070,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
hurv15,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
SunnyLi68617027,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
godblesshkg1,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
